rank,name,final_score,semantic_score,experience_score,behavioral_score,retrieval_score,career_growth_score,location_score,education_score,skill_depth_score,skill_duration_score,skill_endorsement_score,leadership_score,job_stability_score,startup_mindset_score,title_semantic_score,experience_semantic_score,honeypot_flag,honeypot_type,reasoning,current_title,current_company,experience_years,location
108,Candidate_0006,0.779,0.6847,1.0,0.6633,0.85,0.62,1.0,1.0,0.825,1.0,1.0,0.0,1.0,0.85,0.4649,0.7682,False,,"Rank #108: Strong match for retrieval-focused AI engineering role. 5 years at Meesho, Zomato building semantic search, ranking, or retrieval systems with Transformers, MRR, PyTorch. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.93); strong open-source activity (github score 81). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD.",Vector Search Engineer,Google,5.0,Pune
109,Candidate_0028,0.7782,0.7221,1.0,0.5545,1.0,0.62,1.0,1.0,0.5567,1.0,1.0,0.0,1.0,1.0,0.4277,0.6628,False,,"Rank #109: Strong match for retrieval-focused AI engineering role. 9 years at ShareChat, Zomato building semantic search, ranking, or retrieval systems with RAG, Sentence Transformers, Docker. Behavioral signals: strong open-source activity (github score 80). JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Recommendation Systems Engineer,Zomato,9.0,Delhi NCR
110,Candidate_0001,0.7781,0.6611,1.0,0.5637,0.93,0.62,1.0,1.0,0.8143,1.0,1.0,0.0,1.0,1.0,0.656,0.7316,False,,"Rank #110: Strong match for retrieval-focused AI engineering role. 8 years at Krutrim, Zomato building semantic search, ranking, or retrieval systems with Kubernetes, Docker, BM25. Behavioral signals: high recruiter engagement (response rate 0.84); immediate availability (notice period 15 days); strong open-source activity (github score 74). JD fit: meets the 5-9 year experience requirement (8 yrs); demonstrates retrieval/ranking expertise required by the JD.",AI Platform Engineer,Paytm,8.0,Pune
111,Candidate_0011,0.7771,0.7124,1.0,0.6741,0.85,0.62,1.0,0.7,0.7067,1.0,1.0,0.0,1.0,1.0,0.6193,0.6985,False,,"Rank #111: Strong match for retrieval-focused AI engineering role. 9 years at PhonePe, Razorpay building semantic search, ranking, or retrieval systems with QLoRA, Weaviate, Python. Behavioral signals: actively looking and open to work; strong open-source activity (github score 89); high offer acceptance rate (0.82). JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",NLP Engineer,Dukaan,9.0,Hyderabad
112,Candidate_0093,0.7765,0.672,1.0,0.749,0.95,0.62,1.0,1.0,0.5233,0.7622,1.0,0.0,1.0,0.85,0.6193,0.6666,False,,"Rank #112: Strong match for retrieval-focused AI engineering role. 8 years at Zoho, BrowserStack building semantic search, ranking, or retrieval systems with NLP, Pinecone, Learning to Rank. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.88); immediate availability (notice period 15 days); strong open-source activity (github score 83); high offer acceptance rate (1.00). JD fit: meets the 5-9 year experience requirement (8 yrs); demonstrates retrieval/ranking expertise required by the JD.",NLP Engineer,Krutrim,8.0,Noida
113,Candidate_0012,0.7762,0.7077,1.0,0.6832,0.69,0.62,1.0,1.0,0.7233,1.0,1.0,0.0,1.0,1.0,0.7376,0.6381,False,,"Rank #113: Strong match for retrieval-focused AI engineering role. 9 years at Apple, Meesho building semantic search, ranking, or retrieval systems with Fine-Tuning, RAG, Python. Behavioral signals: actively looking and open to work; strong open-source activity (github score 83). JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Senior AI Engineer,CRED,9.0,Pune
114,Candidate_0031,0.776,0.6979,1.0,0.7129,0.71,0.62,1.0,1.0,0.8233,1.0,1.0,0.0,1.0,0.85,0.5707,0.6986,False,,"Rank #114: Strong match for retrieval-focused AI engineering role. 6 years at ShareChat, PhonePe building semantic search, ranking, or retrieval systems with Distributed Systems, Fine-Tuning, Sentence Transformers. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.88); immediate availability (notice period 15 days); strong open-source activity (github score 72); high offer acceptance rate (0.88). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Search Infrastructure Engineer,Google,6.0,Delhi NCR
115,Candidate_0037,0.7753,0.7066,1.0,0.5991,0.95,0.62,1.0,0.8,0.7208,1.0,1.0,0.0,1.0,1.0,0.4424,0.6609,False,,"Rank #115: Strong match for retrieval-focused AI engineering role. 8 years at Meesho, Sarvam AI building semantic search, ranking, or retrieval systems with MRR, LLMs, Docker. Behavioral signals: high recruiter engagement (response rate 0.91); immediate availability (notice period 0 days); strong open-source activity (github score 72). JD fit: meets the 5-9 year experience requirement (8 yrs); demonstrates retrieval/ranking expertise required by the JD.",Senior NLP Scientist,Paytm,8.0,Bangalore
116,Candidate_0098,0.7751,0.6588,1.0,0.7129,0.83,0.65,1.0,1.0,0.6808,1.0,1.0,0.0,1.0,0.85,0.6193,0.7347,False,,"Rank #116: Strong match for retrieval-focused AI engineering role. 5 years at Microsoft, Dukaan building semantic search, ranking, or retrieval systems with Elasticsearch, MRR, BM25. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.81); immediate availability (notice period 0 days); strong open-source activity (github score 82). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",NLP Engineer,Zomato,5.0,Bangalore
117,Candidate_0134,0.7748,0.7083,1.0,0.6617,0.85,0.62,1.0,0.9,0.66,1.0,1.0,0.0,1.0,0.7,0.7376,0.6999,False,,"Rank #117: Strong match for retrieval-focused AI engineering role. 5 years at Hasura, ShareChat building semantic search, ranking, or retrieval systems with LLMs, A/B Testing, QLoRA. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.84); strong open-source activity (github score 81). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD.",Senior AI Engineer,Setu,5.0,Hyderabad
118,Candidate_0015,0.7747,0.7331,1.0,0.5646,0.85,0.62,1.0,1.0,0.6367,1.0,1.0,0.0,1.0,0.85,0.6681,0.7059,False,,"Rank #118: Strong match for retrieval-focused AI engineering role. 5 years at Microsoft, ShareChat building semantic search, ranking, or retrieval systems with QLoRA, Fine-Tuning, Transformers. Behavioral signals: high recruiter engagement (response rate 0.95); strong open-source activity (github score 78). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD.",Ranking Engineer,Meta,5.0,Mumbai
119,Candidate_0044,0.7737,0.6552,1.0,0.5703,1.0,0.62,1.0,1.0,0.74,1.0,1.0,0.0,1.0,1.0,0.4277,0.7227,False,,"Rank #119: Strong match for retrieval-focused AI engineering role. 9 years at Cashfree, Setu building semantic search, ranking, or retrieval systems with NDCG, Milvus, Distributed Systems. Behavioral signals: high recruiter engagement (response rate 0.97); high offer acceptance rate (0.82). JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD.",Recommendation Systems Engineer,Postman,9.0,Bangalore
120,Candidate_0008,0.7732,0.7009,1.0,0.6975,0.76,0.62,1.0,1.0,0.6767,1.0,1.0,0.0,1.0,1.0,0.4424,0.6992,False,,"Rank #120: Strong match for retrieval-focused AI engineering role. 6 years at Ola, Sarvam AI building semantic search, ranking, or retrieval systems with A/B Testing, FastAPI, QLoRA. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.99); strong open-source activity (github score 92). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Senior NLP Scientist,Amazon,6.0,Bangalore
121,Candidate_0062,0.7726,0.6755,1.0,0.7258,0.95,0.62,1.0,0.7,0.6417,1.0,1.0,0.0,1.0,0.85,0.4649,0.7456,False,,"Rank #121: Strong match for retrieval-focused AI engineering role. 7 years at Flipkart, CRED building semantic search, ranking, or retrieval systems with Pinecone, Fine-Tuning, FAISS. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.92); immediate availability (notice period 15 days); strong open-source activity (github score 84). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD.",Vector Search Engineer,Zepto,7.0,Pune
122,Candidate_0036,0.7723,0.7413,1.0,0.6216,0.85,0.62,1.0,0.7,0.6385,1.0,1.0,0.0,1.0,0.85,0.668,0.7356,False,,"Rank #122: Strong match for retrieval-focused AI engineering role. 6 years at Setu, CRED building semantic search, ranking, or retrieval systems with BM25, NLP, Information Retrieval. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.92). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",AI Infrastructure Engineer,Hasura,6.0,Hyderabad
123,Candidate_0079,0.7719,0.7144,1.0,0.6736,0.8,0.62,1.0,1.0,0.5542,0.9333,1.0,0.0,1.0,0.85,0.656,0.718,False,,"Rank #123: Strong match for retrieval-focused AI engineering role. 9 years at CRED, Postman building semantic search, ranking, or retrieval systems with Docker, Information Retrieval, Distributed Systems. Behavioral signals: actively looking and open to work; strong open-source activity (github score 99). JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",AI Platform Engineer,Nixtla,9.0,Hyderabad
124,Candidate_0108,0.7714,0.6363,1.0,0.6395,0.85,0.62,1.0,1.0,0.8458,1.0,1.0,0.0,1.0,1.0,0.6193,0.6275,False,,"Rank #124: Strong match for retrieval-focused AI engineering role. 5 years at CRED, Amazon building semantic search, ranking, or retrieval systems with Semantic Search, Python, MLflow. Behavioral signals: high recruiter engagement (response rate 0.87); strong open-source activity (github score 89). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",NLP Engineer,Amazon,5.0,Mumbai
125,Candidate_0087,0.7713,0.6882,1.0,0.6624,0.85,0.62,1.0,1.0,0.6115,1.0,1.0,0.0,1.0,1.0,0.4649,0.6521,False,,"Rank #125: Strong match for retrieval-focused AI engineering role. 9 years at Ola, Amazon building semantic search, ranking, or retrieval systems with Python, Transformers, PyTorch. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.85); strong open-source activity (github score 87). JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Vector Search Engineer,Hasura,9.0,Mumbai
126,Candidate_0010,0.7708,0.6432,1.0,0.6293,0.95,0.62,1.0,1.0,0.6167,1.0,1.0,0.0,1.0,1.0,0.6135,0.652,False,,"Rank #126: Strong match for retrieval-focused AI engineering role. 8 years at Hasura, Nixtla building semantic search, ranking, or retrieval systems with Qdrant, FAISS, QLoRA. Behavioral signals: high recruiter engagement (response rate 0.93); strong open-source activity (github score 100); high offer acceptance rate (0.82). JD fit: meets the 5-9 year experience requirement (8 yrs); demonstrates retrieval/ranking expertise required by the JD.",Search Engineer,Krutrim,8.0,Bangalore
127,Candidate_0046,0.7706,0.655,1.0,0.6042,1.0,0.62,1.0,0.9,0.6267,1.0,1.0,0.0,1.0,1.0,0.5453,0.674,False,,"Rank #127: Strong match for retrieval-focused AI engineering role. 5 years at CRED, Meta building semantic search, ranking, or retrieval systems with Sentence Transformers, MAP, Learning to Rank. Behavioral signals: high recruiter engagement (response rate 0.82); strong open-source activity (github score 86). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD.",Retrieval Engineer,Ola,5.0,Delhi NCR
128,Candidate_0104,0.7706,0.6996,1.0,0.6157,0.85,0.65,1.0,0.9,0.78,1.0,1.0,0.0,1.0,0.85,0.4649,0.6684,False,,"Rank #128: Strong match for retrieval-focused AI engineering role. 5 years at Ola, Apple building semantic search, ranking, or retrieval systems with LoRA, Semantic Search, Kubernetes. Behavioral signals: high recruiter engagement (response rate 0.96); immediate availability (notice period 15 days). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Vector Search Engineer,PhonePe,5.0,Delhi NCR
129,Candidate_0026,0.7704,0.623,1.0,0.7395,0.95,0.62,1.0,0.7,0.6633,1.0,1.0,0.0,1.0,1.0,0.6135,0.7041,False,,"Rank #129: Strong match for retrieval-focused AI engineering role. 5 years at ShareChat, Postman building semantic search, ranking, or retrieval systems with FastAPI, Elasticsearch, LLMs. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.90). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Search Engineer,Zomato,5.0,Delhi NCR
130,Candidate_0117,0.7704,0.6739,1.0,0.6255,0.9,0.62,1.0,1.0,0.6733,1.0,1.0,0.0,1.0,1.0,0.4424,0.6374,False,,"Rank #130: Strong match for retrieval-focused AI engineering role. 7 years at Postman, Cashfree building semantic search, ranking, or retrieval systems with MAP, A/B Testing, Pinecone. Behavioral signals: high recruiter engagement (response rate 0.92); immediate availability (notice period 15 days); high offer acceptance rate (1.00). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Senior NLP Scientist,Swiggy,7.0,Mumbai
131,Candidate_0085,0.7695,0.7062,1.0,0.6625,0.73,0.62,1.0,1.0,0.8269,1.0,1.0,0.0,1.0,0.85,0.4277,0.6807,False,,"Rank #131: Strong match for retrieval-focused AI engineering role. 7 years at Zomato, Microsoft building semantic search, ranking, or retrieval systems with Distributed Systems, MLflow, Docker. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.95). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Recommendation Systems Engineer,Cashfree,7.0,Hyderabad
132,Candidate_0141,0.7693,0.6541,1.0,0.6754,0.9,0.62,1.0,1.0,0.6375,0.8917,1.0,0.0,1.0,0.85,0.662,0.6779,False,,"Rank #132: Strong match for retrieval-focused AI engineering role. 9 years at Cashfree, ShareChat building semantic search, ranking, or retrieval systems with Milvus, Python, Elasticsearch. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.86). JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Senior Machine Learning Engineer,BrowserStack,9.0,Bangalore
133,Candidate_0047,0.7692,0.6538,1.0,0.7609,0.78,0.62,1.0,1.0,0.6875,0.9444,1.0,0.0,1.0,1.0,0.4277,0.6844,False,,"Rank #133: Strong match for retrieval-focused AI engineering role. 9 years at Hasura, PhonePe building semantic search, ranking, or retrieval systems with Sentence Transformers, NLP, Embeddings. Behavioral signals: actively looking and open to work; immediate availability (notice period 0 days); strong open-source activity (github score 95). JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD.",Recommendation Systems Engineer,ShareChat,9.0,Noida
134,Candidate_0069,0.7673,0.6668,1.0,0.7238,0.9,0.62,1.0,0.7,0.6567,0.8711,1.0,0.0,1.0,0.85,0.6681,0.7006,False,,"Rank #134: Strong match for retrieval-focused AI engineering role. 7 years at Zoho, Sarvam AI building semantic search, ranking, or retrieval systems with BM25, NDCG, A/B Testing. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.87); immediate availability (notice period 15 days); strong open-source activity (github score 80). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD.",Ranking Engineer,PhonePe,7.0,Delhi NCR
135,Candidate_0082,0.7665,0.7246,1.0,0.6074,0.78,0.62,1.0,0.9,0.5615,0.9846,1.0,0.0,1.0,1.0,0.656,0.698,False,,"Rank #135: Strong match for retrieval-focused AI engineering role. 5 years at Setu, ShareChat building semantic search, ranking, or retrieval systems with LLMs, QLoRA, Vector Databases. Behavioral signals: high recruiter engagement (response rate 0.86); immediate availability (notice period 15 days); strong open-source activity (github score 92); high offer acceptance rate (0.97). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",AI Platform Engineer,Cashfree,5.0,Bangalore
136,Candidate_0051,0.7646,0.7218,1.0,0.4984,0.83,0.62,1.0,0.9,0.7767,0.9444,1.0,0.0,1.0,1.0,0.5707,0.6924,False,,"Rank #136: Strong match for retrieval-focused AI engineering role. 7 years at Paytm, ShareChat building semantic search, ranking, or retrieval systems with Retrieval Systems, Transformers, FAISS. Behavioral signals: high recruiter engagement (response rate 0.88). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Search Infrastructure Engineer,Hasura,7.0,Pune
137,Candidate_0039,0.764,0.682,1.0,0.6142,0.85,0.62,1.0,1.0,0.66,1.0,0.8907,0.0,1.0,1.0,0.4277,0.6979,False,,"Rank #137: Strong match for retrieval-focused AI engineering role. 7 years at Dukaan, Google building semantic search, ranking, or retrieval systems with Milvus, Ranking Systems, Sentence Transformers. Behavioral signals: strong open-source activity (github score 76); high offer acceptance rate (0.99). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Recommendation Systems Engineer,Sarvam AI,7.0,Hyderabad
138,Candidate_0027,0.7638,0.6839,1.0,0.594,0.85,0.62,1.0,1.0,0.6833,0.775,1.0,0.0,1.0,1.0,0.5707,0.7392,False,,"Rank #138: Strong match for retrieval-focused AI engineering role. 9 years at CRED, Meesho building semantic search, ranking, or retrieval systems with FastAPI, Semantic Search, QLoRA. Behavioral signals: high recruiter engagement (response rate 0.82); strong open-source activity (github score 82); high offer acceptance rate (0.81). JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD.",Search Infrastructure Engineer,Zoho,9.0,Hyderabad
139,Candidate_0083,0.7632,0.7051,1.0,0.5281,0.9,0.62,1.0,1.0,0.7133,0.9667,1.0,0.0,1.0,0.85,0.4277,0.667,False,,"Rank #139: Strong match for retrieval-focused AI engineering role. 7 years at Postman, Flipkart building semantic search, ranking, or retrieval systems with Qdrant, NLP, Fine-Tuning. JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD.",Recommendation Systems Engineer,Flipkart,7.0,Bangalore
140,Candidate_0091,0.7613,0.7164,1.0,0.6886,0.73,0.62,1.0,0.9,0.7423,0.8051,1.0,0.0,1.0,0.85,0.4277,0.6877,False,,"Rank #140: Strong match for retrieval-focused AI engineering role. 5 years at Sarvam AI, Razorpay building semantic search, ranking, or retrieval systems with LoRA, LLMs, Vector Databases. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.83); immediate availability (notice period 15 days). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD.",Recommendation Systems Engineer,Swiggy,5.0,Pune
141,Candidate_0021,0.7608,0.6753,1.0,0.5961,0.85,0.62,1.0,1.0,0.6083,1.0,1.0,0.0,1.0,1.0,0.4649,0.696,False,,"Rank #141: Strong match for retrieval-focused AI engineering role. 6 years at BrowserStack, Unacademy building semantic search, ranking, or retrieval systems with BM25, MAP, Vector Databases. Behavioral signals: high recruiter engagement (response rate 0.81). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Vector Search Engineer,Zepto,6.0,Hyderabad
142,Candidate_0081,0.7606,0.6655,1.0,0.6442,0.76,0.62,1.0,1.0,0.6467,0.9356,1.0,0.0,1.0,1.0,0.662,0.6746,False,,"Rank #142: Strong match for retrieval-focused AI engineering role. 8 years at Zoho, Ola building semantic search, ranking, or retrieval systems with Milvus, Information Retrieval, Ranking Systems. Behavioral signals: high recruiter engagement (response rate 0.83); immediate availability (notice period 15 days); strong open-source activity (github score 91); high offer acceptance rate (0.91). JD fit: meets the 5-9 year experience requirement (8 yrs); demonstrates retrieval/ranking expertise required by the JD.",Senior Machine Learning Engineer,Swiggy,8.0,Noida
143,Candidate_0074,0.7593,0.6722,1.0,0.7115,0.66,0.62,1.0,1.0,0.7533,1.0,1.0,0.0,1.0,0.85,0.5453,0.6581,False,,"Rank #143: Strong match for retrieval-focused AI engineering role. 6 years at Nixtla, Dukaan building semantic search, ranking, or retrieval systems with Python, Fine-Tuning, Docker. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.91); strong open-source activity (github score 82); high offer acceptance rate (0.91). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Retrieval Engineer,Meta,6.0,Mumbai
144,Candidate_0089,0.7578,0.6597,1.0,0.6333,0.76,0.62,1.0,1.0,0.7292,0.9778,1.0,0.0,1.0,0.85,0.6607,0.6263,False,,"Rank #144: Strong match for retrieval-focused AI engineering role. 6 years at Hasura, Ola building semantic search, ranking, or retrieval systems with Docker, Retrieval Systems, RAG. Behavioral signals: high recruiter engagement (response rate 0.92); strong open-source activity (github score 84). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD.",ML Engineer,Sarvam AI,6.0,Pune
145,Candidate_0120,0.7575,0.7078,1.0,0.5875,0.75,0.62,1.0,0.9,0.65,1.0,1.0,0.0,1.0,0.85,0.6672,0.6891,False,,"Rank #145: Strong match for retrieval-focused AI engineering role. 7 years at Swiggy, Google building semantic search, ranking, or retrieval systems with QLoRA, FastAPI, PyTorch. Behavioral signals: immediate availability (notice period 0 days); strong open-source activity (github score 78); high offer acceptance rate (0.96). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Applied ML Engineer,Zomato,7.0,Delhi NCR
146,Candidate_0043,0.7572,0.6678,1.0,0.572,0.9,0.62,1.0,0.7,0.8033,1.0,1.0,0.0,1.0,0.85,0.5453,0.7196,False,,"Rank #146: Strong match for retrieval-focused AI engineering role. 8 years at Amazon, ShareChat building semantic search, ranking, or retrieval systems with Vector Databases, Qdrant, NLP. Behavioral signals: strong open-source activity (github score 94). JD fit: meets the 5-9 year experience requirement (8 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Retrieval Engineer,Setu,8.0,Noida
147,Candidate_0149,0.7538,0.5891,1.0,0.5772,0.9,0.62,1.0,1.0,0.7346,1.0,1.0,0.0,1.0,1.0,0.6672,0.6674,False,,"Rank #147: Strong match for retrieval-focused AI engineering role. 9 years at Krutrim, CRED building semantic search, ranking, or retrieval systems with NLP, Transformers, Qdrant. JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD.",Applied ML Engineer,Google,9.0,Noida
148,Candidate_0032,0.7448,0.6823,1.0,0.5381,0.71,0.62,1.0,1.0,0.7083,1.0,1.0,0.0,1.0,1.0,0.4424,0.6396,False,,"Rank #148: Strong match for retrieval-focused AI engineering role. 6 years at Krutrim, Swiggy building semantic search, ranking, or retrieval systems with Transformers, LoRA, BM25. JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Senior NLP Scientist,Razorpay,6.0,Delhi NCR
149,Candidate_0076,0.738,0.6471,1.0,0.6011,0.71,0.62,1.0,0.9,0.6233,0.8956,1.0,0.0,1.0,1.0,0.6193,0.6638,False,,"Rank #149: Strong match for retrieval-focused AI engineering role. 5 years at BrowserStack, Dukaan building semantic search, ranking, or retrieval systems with Information Retrieval, LLMs, PyTorch. Behavioral signals: high recruiter engagement (response rate 0.93); immediate availability (notice period 0 days); strong open-source activity (github score 86). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD.",NLP Engineer,Zoho,5.0,Delhi NCR
150,Candidate_0137,0.7357,0.6547,1.0,0.5989,0.64,0.62,1.0,0.9,0.7533,0.9844,1.0,0.0,1.0,1.0,0.4277,0.6479,False,,"Rank #150: Strong match for retrieval-focused AI engineering role. 9 years at Zomato, Paytm building semantic search, ranking, or retrieval systems with A/B Testing, Python, LoRA. Behavioral signals: high recruiter engagement (response rate 0.98); immediate availability (notice period 15 days); high offer acceptance rate (0.83). JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Recommendation Systems Engineer,Ola,9.0,Delhi NCR
151,Candidate_0242,0.6278,0.5259,1.0,0.3991,0.14,0.65,1.0,0.9,0.7038,1.0,1.0,0.15,1.0,0.7,0.6681,0.4339,False,,"Rank #151: Strong match for retrieval-focused AI engineering role. 6 years at Operations Manager, Customer Success Manager building semantic search, ranking, or retrieval systems with REST APIs, Python, Pandas. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Ranking Engineer,Infosys,6.0,Delhi NCR
152,Candidate_0232,0.6261,0.5496,1.0,0.3526,0.14,0.65,1.0,0.8,0.73,1.0,1.0,0.15,1.0,0.7,0.6681,0.4685,False,,"Rank #152: Strong match for retrieval-focused AI engineering role. 5 years at HR Business Partner, Operations Manager building semantic search, ranking, or retrieval systems with NumPy, Jupyter Notebook, GitHub. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Ranking Engineer,Krutrim,5.0,Pune
153,Candidate_0225,0.6223,0.5643,1.0,0.3875,0.14,0.65,1.0,0.8,0.675,1.0,1.0,0.15,1.0,0.7,0.4277,0.3821,False,,"Rank #153: Strong match for retrieval-focused AI engineering role. 6 years at Marketing Manager, Customer Success Manager building semantic search, ranking, or retrieval systems with Machine Learning, Python, Jupyter Notebook. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Recommendation Systems Engineer,BrowserStack,6.0,Gurgaon
154,Candidate_0198,0.621,0.5282,1.0,0.3899,0.14,0.65,1.0,0.9,0.6545,0.9606,1.0,0.15,1.0,0.7,0.5453,0.4869,False,,"Rank #154: Strong match for retrieval-focused AI engineering role. 5 years at HR Business Partner, Marketing Manager building semantic search, ranking, or retrieval systems with GitHub, Scikit-learn, REST APIs. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD.",Retrieval Engineer,Accenture,5.0,Pune
155,Candidate_0216,0.6203,0.5234,1.0,0.4155,0.14,0.65,1.0,0.9,0.6083,0.9694,1.0,0.15,1.0,0.7,0.5453,0.4604,False,,"Rank #155: Strong match for retrieval-focused AI engineering role. 6 years at Customer Success Manager building semantic search, ranking, or retrieval systems with LangChain, ChatGPT, Keras. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD.",Retrieval Engineer,Hasura,6.0,Noida
156,Candidate_0236,0.6202,0.496,1.0,0.4771,0.07,0.65,1.0,0.9,0.7571,0.9238,1.0,0.15,1.0,0.7,0.6193,0.3639,False,,"Rank #156: Strong match for retrieval-focused AI engineering role. 6 years at Customer Success Manager, Operations Manager building semantic search, ranking, or retrieval systems with Data Analysis, Machine Learning, Keras. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",NLP Engineer,TCS,6.0,Bangalore
